"","Gene","ID","Beta","SE","Pval","LogFC","FoldChange","Pval.FDR"
"95","ABL2","27","0.906871758520803","0.143745394577113","0.000400729202711493","0.906871758520803","1.87497551852063",0.00204069848484876
"96","ABLIM1","3983","3.25251710463398","0.246483783358348","3.35337165718275e-06","3.25251710463398","9.53027011389424",6.66997213528793e-05
"97","ABLIM2","84448","2.05670378444176","0.168201070132577","5.60433656296811e-06","2.05670378444176","4.16034677191636",9.25075851264212e-05
"98","ABLIM3","22885","3.67822235829252","0.16691915196494","1.00117786331381e-07","3.67822235829252","12.8013349329336",1.13375226549443e-05
"99","ABO","28","-0.132519314265581","0.178946981741006","0.483060764398446","-0.132519314265581","0.912237059472178",0.584520886302188
"100","ABP1","26","-0.0577970584753004","0.0695160196287457","0.433177846932182","-0.0577970584753004","0.960729998748214",0.537222942152516
"101","ABRA","137735","0.160672915008471","0.0883311818607326","0.111734919472108","0.160672915008471","1.11780839490738",0.18552339938537
"102","ABT1","29777","-1.06126838080695","0.103321406822115","1.79257480821501e-05","-1.06126838080695","0.479210564658918",0.000206306816548221
"103","ABTB1","80325","0.223489341189186","0.10423439267335","0.0692136316258063","0.223489341189186","1.16755405202916",0.126648803132835
"104","ABTB2","25841","-0.155932221790669","0.122005745880779","0.241970097076049","-0.155932221790669","0.897552216926472",0.341364188012943
"105","ACAA1","30","0.155817095271388","0.116428944343557","0.222632774638961","0.155817095271388","1.11405240241702",0.319595332746235
"106","ACAA2","10449","-2.9112266245432","0.379475941542566","0.000118992511594083","-2.9112266245432","0.13293320077087",0.000815501861799613
"107","ACACA","31","0.479602456519717","0.163585294085881","0.0219673606322156","0.479602456519717","1.39435938911333",0.0496131160144017
"108","ACACB","32","-0.909759660746001","0.113333226459225","8.91874144800185e-05","-0.909759660746001","0.532273755579614",0.000657112394190971
"109","ACAD10","80724","-0.294106411622669","0.126925302932892","0.0536181630836479","-0.294106411622669","0.815577335020096",0.103002176302511
"110","ACAD8","27034","0.574913149569117","0.0910054817395428","0.000397479979553587","0.574913149569117","1.48958778704312",0.00202662569471135
"111","ACAD9","28976","-0.29665359240868","0.296100749896514","0.349774745078399","-0.29665359240868","0.814138645610169",0.454952528906338
"112","ACADL","33","1.29853411786183","0.192449598585673","0.000265642132920286","1.29853411786183","2.45978823438817",0.00147915779585376
"113","ACADM","34","-1.53367233014566","0.29063504357098","0.00115184558406984","-1.53367233014566","0.345397050892851",0.00467461067776204
"114","ACADS","35","-0.145834063496067","0.121706950495356","0.26981403083517","-0.145834063496067","0.903856680939863",0.371506315724201
"115","ACADSB","36","0.782785957888575","0.156636810392649","0.00156976597862769","0.782785957888575","1.72044999170512",0.00594558662082136
"116","ACADVL","37","0.178556653180719","0.630115664261526","0.7850897501682","0.178556653180719","1.13175105636293",0.839199189777538
"117","ACAN","176","-0.141671074944464","0.0604852722810173","0.0516742368666351","-0.141671074944464","0.906468583631776",0.0999350637189021
"118","ACAP1","9744","0.0596359298864089","0.0847780926530559","0.504502008501692","0.0596359298864089","1.0422027234471",0.603954771727133
"119","ACAP2","23527","-0.292966376078562","0.315531019919185","0.38405420983477","-0.292966376078562","0.816222069067134",0.489094677481887
"120","ACAP3","116983","0.892076277649541","0.210610826604149","0.00386097290416169","0.892076277649541","1.85584507191699",0.0121703419363279
